benchmark,item,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
B4,110,0,1,0,0,1,1,0,0,0,1,0,0
B4,111,0,0,0,1,0,0,1,0,0,0,0,0
B4,112,1,1,1,1,1,1,1,1,1,1,1,1
B4,113,1,1,1,1,0,1,1,1,1,1,1,1
B4,114,1,0,1,1,0,0,1,1,0,0,0,0
B4,115,1,1,1,1,1,0,1,1,1,1,0,1
B4,116,0,0,1,1,1,1,1,1,1,1,1,1
B4,117,1,1,1,1,0,1,1,1,1,1,1,1
B4,118,1,1,1,1,1,1,1,0,1,1,1,0
B4,119,1,1,1,1,0,0,1,0,0,0,0,1
B4,120,1,1,1,1,1,1,1,1,1,1,1,1
B4,121,1,1,1,1,0,1,1,1,1,1,1,0
B4,122,1,1,1,1,1,0,1,1,1,1,1,1
B4,123,1,1,0,1,1,1,0,0,1,1,0,0
B4,124,1,1,1,1,1,1,1,1,1,1,0,0
B4,125,0,1,1,1,1,1,0,1,1,1,1,1
B4,126,0,0,1,0,1,0,0,0,1,0,0,1
B4,127,1,1,1,1,1,1,1,1,1,0,1,0
B4,128,1,1,1,0,1,1,1,1,0,1,1,0
B4,129,1,1,1,1,1,0,1,1,1,1,1,1
B4,130,1,0,0,1,1,0,0,1,1,0,0,0
B4,131,1,1,1,0,1,1,1,1,1,1,1,1
B4,132,1,1,1,1,1,1,1,1,1,1,1,1
B4,133,1,1,1,1,1,1,0,0,1,1,0,0
B4,134,1,1,1,1,1,1,1,1,1,0,1,1
B4,135,1,1,1,1,1,1,1,0,0,1,0,0
B4,136,1,1,1,1,1,1,0,1,1,1,1,0
B4,137,0,1,1,1,0,1,1,0,1,0,0,0
B4,138,1,0,1,1,1,1,0,1,1,1,1,1
B4,139,1,1,1,1,1,1,1,1,1,1,1,1
B4,140,1,1,1,1,1,0,1,0,0,0,1,1
B4,141,0,1,1,1,0,0,1,0,0,0,0,1
B4,142,1,1,0,1,1,1,1,0,0,1,1,1
B4,143,1,1,1,0,0,1,0,0,0,0,0,0
B4,144,1,0,1,0,1,1,0,1,1,0,0,0
B4,145,1,1,1,1,1,1,1,1,1,1,1,1
B4,146,1,1,0,1,1,1,1,1,1,0,1,1
B4,147,1,1,1,1,1,1,0,0,0,0,0,0
B4,148,1,1,1,1,1,1,1,1,1,1,1,1
B4,149,0,0,0,0,1,1,0,0,0,0,0,0
B4,150,0,1,1,1,1,0,1,0,1,0,1,0
B4,151,1,1,1,0,1,1,1,1,1,0,0,0
B4,152,1,1,1,1,1,1,1,1,1,1,1,1
B4,153,1,1,0,1,1,1,1,0,0,1,1,0
B4,154,1,1,1,1,1,0,1,0,1,1,0,1
B4,155,1,1,1,1,1,1,1,1,1,1,1,1
B4,156,1,0,1,1,1,0,1,1,1,1,1,1
B4,157,1,1,1,1,0,1,0,1,0,1,0,0
B4,158,0,0,1,1,0,1,1,1,1,0,0,1
B4,159,1,1,1,1,1,1,1,1,1,1,1,1
B4,160,1,1,1,1,1,1,1,1,1,1,1,1
B4,161,1,1,1,1,1,1,1,1,1,1,1,1
B4,162,1,1,0,1,0,0,0,0,1,0,1,0
B4,163,1,1,1,1,1,1,1,1,1,1,1,1
B4,164,1,1,0,1,1,1,0,0,0,1,1,1
B4,165,1,1,1,1,1,1,1,1,1,1,1,0
B4,166,1,0,0,1,0,1,1,0,1,0,0,1
B4,167,1,1,1,1,1,1,0,1,0,1,1,0
B4,168,1,1,1,1,1,1,1,1,1,1,0,1
B4,169,1,1,1,1,1,1,1,1,1,1,1,1
B4,170,1,1,1,1,1,1,1,1,1,1,1,1
B4,171,1,1,1,0,1,1,1,1,1,1,0,0
B4,172,1,0,1,1,1,1,1,1,1,1,1,1
B4,173,1,1,1,1,1,1,1,1,1,1,1,1
B4,174,1,1,1,1,1,1,1,1,1,1,1,1
B4,175,1,1,0,1,1,1,1,1,0,1,1,1
B4,176,0,0,1,0,0,1,1,1,0,0,0,0
B4,177,1,1,0,1,0,1,0,0,0,0,0,0
B4,178,1,1,0,1,1,0,1,0,1,0,0,0
B4,179,1,1,1,1,1,1,1,0,1,0,1,1
B4,180,1,0,1,0,1,1,1,1,1,0,0,0
B4,181,1,1,1,1,1,1,1,1,1,1,1,1
B4,182,1,1,1,1,1,1,1,1,1,1,1,1
B4,183,0,0,0,0,0,0,0,0,0,0,0,0
B4,184,1,1,1,1,0,1,1,1,0,1,1,1
B4,185,1,1,1,1,1,1,1,1,1,1,1,0
B4,186,0,1,1,1,1,0,1,1,0,1,0,0
B4,187,1,0,1,1,1,1,1,1,1,1,0,1
B4,188,1,1,1,0,1,1,0,1,1,0,1,1
B4,189,1,1,1,1,1,1,1,1,1,1,0,1
B4,190,1,1,1,1,0,1,1,1,1,1,1,0
B4,191,1,0,1,0,0,1,0,0,0,0,0,0
B4,192,1,0,0,0,1,1,1,0,0,0,0,0
B4,193,1,1,1,1,1,1,0,1,1,1,1,1
B4,194,1,1,0,1,0,1,1,1,0,1,0,0
B4,195,1,0,1,1,1,1,1,1,1,1,1,1
B4,196,1,1,1,1,1,1,1,1,1,1,1,1
B4,197,0,0,0,1,1,0,1,0,0,1,0,0
B4,198,0,0,1,0,1,1,1,1,1,0,1,1
B4,199,1,1,1,1,0,1,1,0,1,1,1,1
B4,200,0,1,1,1,0,1,0,1,0,1,0,0
B4,201,1,1,1,1,1,1,1,1,1,1,1,1
B4,202,1,0,1,1,1,1,1,1,1,1,0,1
B4,203,1,1,1,1,1,1,1,1,0,1,1,1
B4,204,1,1,1,1,1,1,0,1,1,0,1,1
B4,205,1,1,1,1,1,1,1,1,1,1,1,1
B4,206,1,1,0,1,1,1,0,1,0,0,0,0
B4,207,1,0,1,1,1,1,1,1,1,1,1,1
B4,208,1,0,0,0,1,1,0,0,0,0,0,0
B4,209,0,0,0,0,0,0,0,0,0,0,0,0
B4,210,0,1,1,0,1,0,0,0,0,0,0,0
B4,211,0,1,1,0,0,0,1,1,0,1,0,0
B4,212,1,0,1,1,0,0,1,0,0,0,1,0
B4,213,1,0,1,1,1,0,1,0,1,0,0,0
B4,214,1,1,1,1,0,1,1,1,1,1,1,1
B4,215,0,1,1,1,0,1,1,1,0,1,1,1
B4,216,1,1,1,1,1,1,1,1,1,1,1,1
B4,217,1,1,1,1,1,1,1,0,1,0,0,1
B4,218,1,1,1,1,1,1,1,1,1,1,1,0
B4,219,1,1,1,1,1,0,1,1,1,0,0,1
B4,220,0,1,1,1,0,1,0,0,0,0,0,0
B4,221,1,1,1,1,1,1,1,1,1,1,1,1
B4,222,0,0,0,1,0,1,1,0,0,0,1,1
B4,223,1,1,1,1,1,1,1,0,1,1,1,1
B4,224,1,1,1,1,1,1,0,1,1,1,1,1
B4,225,0,1,1,1,1,1,0,1,1,0,1,1
B4,226,1,1,1,1,1,1,1,1,1,1,1,1
B4,227,0,1,1,1,1,1,1,1,1,1,1,1
B4,228,1,1,1,0,0,1,1,1,1,0,0,0
B4,229,1,0,1,0,0,0,1,0,0,0,0,0
B4,230,1,0,1,1,1,0,1,0,1,1,0,0
B4,231,1,1,1,1,1,1,1,1,0,1,1,1
B4,232,1,0,0,1,0,0,1,0,0,0,0,0
B4,233,0,0,1,0,1,1,0,0,1,1,1,1
B4,234,1,1,1,1,1,0,1,1,1,1,1,1
B4,235,1,1,1,0,1,1,0,1,1,1,1,1
B4,236,1,1,1,1,0,1,1,1,1,1,1,0
B4,237,1,1,1,1,1,1,1,1,1,1,1,1
B4,238,1,1,1,1,1,1,1,1,1,0,1,1
B4,239,1,1,1,1,1,1,1,1,1,1,1,1
B4,240,1,1,1,1,1,1,1,0,1,0,0,1
B4,241,0,1,1,1,1,1,1,1,1,1,1,1
B4,242,1,1,1,1,1,1,1,1,1,1,0,1
B4,243,1,1,1,1,1,1,1,1,1,1,1,1
B4,244,1,1,1,0,1,0,1,0,0,0,1,1
B4,245,1,1,1,1,1,1,1,1,1,1,1,1
B4,246,1,1,1,1,0,0,1,1,1,0,0,1
B4,247,1,1,1,1,1,1,1,1,0,0,1,1
B4,248,1,1,0,1,1,1,1,1,1,1,0,1
B4,249,0,1,1,1,1,1,0,1,1,0,1,1
B4,250,1,1,1,1,1,1,1,1,1,0,1,0
B4,251,1,1,1,1,1,1,1,1,1,1,1,1
B4,252,1,0,0,1,0,0,1,1,0,0,0,0
B4,253,1,1,1,1,1,1,1,1,1,1,1,1
B4,254,1,1,1,1,1,1,1,1,0,0,0,1
B4,255,1,1,1,1,1,1,1,1,1,1,1,1
B4,256,1,0,0,0,0,0,0,1,0,0,0,1
B4,257,1,1,1,1,1,0,0,1,1,0,0,0
B4,258,1,1,1,1,1,1,1,1,1,1,1,1
B4,259,1,1,1,1,1,0,0,1,1,0,0,1
B4,260,1,1,1,1,1,1,1,1,1,1,1,1
B4,261,1,1,1,1,0,1,1,1,1,1,1,1
B4,262,1,1,1,1,1,0,1,1,1,1,1,0
B4,263,1,1,1,1,1,0,1,1,1,1,1,1
B4,264,1,1,0,1,0,1,0,1,1,1,0,1
B4,265,1,1,0,1,0,1,0,1,1,0,0,1
B4,266,0,0,0,0,0,0,0,0,0,0,0,0
B4,267,1,1,1,1,1,1,1,1,1,1,1,1
B4,268,1,1,1,1,1,1,1,1,0,0,0,0
B4,269,0,1,0,0,0,0,0,1,0,0,0,0
B4,270,1,1,1,1,0,1,1,1,1,1,0,0
B4,271,1,1,1,1,1,0,1,1,0,0,1,0
B4,272,0,0,0,1,1,0,0,1,0,0,1,1
B4,273,1,1,1,1,1,1,1,1,1,1,1,1
B4,274,1,1,1,1,0,1,1,1,1,1,1,1
B4,275,1,1,1,1,1,1,1,0,0,1,0,0
B4,276,0,1,1,0,1,1,1,1,0,0,0,1
B4,277,1,0,1,1,1,0,1,1,1,1,1,1
B4,278,1,1,1,1,1,1,0,0,0,1,0,1
B4,279,1,1,1,1,1,1,1,1,1,1,1,1
B4,280,1,1,1,1,1,1,1,1,1,0,1,1
B4,281,1,1,1,1,1,1,1,1,1,0,1,1
B4,282,0,1,0,1,0,1,1,0,0,0,0,1
B4,283,1,0,0,0,0,0,0,0,0,0,0,0
B4,284,0,1,1,0,0,1,0,0,0,0,0,0
B4,285,1,1,1,1,1,1,1,1,1,0,0,1
B4,286,1,1,1,1,1,1,1,1,1,1,1,1
B4,287,1,1,1,1,1,1,1,1,1,1,1,1
B4,288,0,1,1,1,1,1,1,0,1,0,1,1
B4,289,1,0,1,0,0,0,0,0,0,0,1,1
B4,290,1,1,1,1,1,1,1,1,1,1,1,1
B4,291,0,1,1,1,1,1,1,0,1,1,0,1
B4,292,0,0,1,1,1,1,1,1,0,1,0,0
B4,293,1,1,1,1,1,1,1,1,1,1,1,1
B4,294,1,1,1,1,1,1,1,0,0,1,1,1
B4,295,1,1,1,0,1,0,0,0,0,0,0,0
B4,296,1,1,1,0,1,1,1,1,1,1,1,0
B4,297,1,1,1,1,1,1,1,1,1,1,1,1
B4,298,1,1,1,1,1,1,1,1,1,1,1,1
B4,299,1,0,1,0,0,0,0,0,0,0,0,0
B4,300,1,0,1,1,1,0,1,1,1,0,1,1
B4,301,1,1,1,1,1,1,1,1,0,1,1,0
B4,302,1,1,1,1,1,1,1,1,1,1,1,1
B4,303,1,1,0,1,0,1,0,0,1,1,0,0
B4,304,0,1,1,1,1,0,1,1,1,0,0,0
B4,305,1,1,1,1,1,1,1,1,0,1,1,1
B4,306,1,1,1,1,1,1,1,1,0,1,1,1
B4,307,1,1,1,1,1,1,1,1,1,1,1,1
B4,308,1,1,0,1,1,1,1,1,1,1,0,0
B4,309,1,0,0,0,0,1,0,0,0,0,0,0
B4,310,1,1,1,1,1,1,1,0,1,0,1,1
B4,311,1,1,1,1,1,1,1,1,1,1,0,1
B4,312,1,1,1,1,1,1,1,1,1,1,1,1
B4,313,1,1,1,1,0,1,1,0,1,1,1,1
B4,314,0,0,1,1,1,1,1,0,1,0,1,0
B4,315,1,1,1,1,1,1,1,0,1,1,1,0
B4,316,1,1,1,1,1,1,1,1,1,1,1,1
B4,317,1,1,1,0,0,0,1,0,0,0,0,0
B4,318,1,1,1,1,1,0,1,1,1,1,1,1
B4,319,1,1,1,1,1,1,1,1,1,1,1,0
B4,320,1,1,1,1,1,1,1,1,1,1,1,1
B4,321,0,1,1,1,1,1,1,0,1,0,1,0
B4,322,1,0,1,1,1,1,1,1,1,0,1,1
B4,323,1,0,1,0,0,1,1,1,0,1,0,0
B4,324,1,1,1,1,0,0,1,1,1,0,1,1
B4,325,1,0,1,1,0,1,1,1,1,1,0,1
B4,326,1,1,1,1,1,1,1,1,1,1,1,1
B4,327,1,1,1,1,1,1,1,1,1,1,1,1
B4,328,1,1,1,1,0,1,1,1,1,1,1,1
B4,329,1,1,1,1,1,1,1,1,1,1,1,0
B4,330,1,1,1,1,1,1,1,0,1,1,1,0
B4,331,1,1,1,1,1,1,1,1,1,1,1,1
B4,332,1,1,1,1,1,1,1,1,1,1,0,1
B4,333,1,0,0,1,1,1,0,1,0,0,0,0
B4,334,1,1,1,1,1,1,1,1,1,0,1,1
B4,335,1,1,0,1,1,1,1,1,0,1,0,1
B4,336,1,1,0,1,1,0,1,0,1,0,0,0
B4,337,1,1,1,1,1,1,1,1,0,1,1,1
B4,338,1,1,1,1,1,0,0,1,1,1,1,1
B4,339,1,1,0,0,0,0,1,0,0,0,0,0
B4,340,1,1,1,1,1,0,1,0,1,1,1,0
B4,341,1,1,0,1,0,1,1,1,1,1,0,0
B4,342,1,1,1,1,1,1,1,1,0,0,0,0
B4,343,1,1,1,1,1,1,1,1,1,1,0,0
B4,344,0,1,1,0,1,0,0,0,0,1,0,0
B4,345,0,0,0,0,1,1,1,0,0,0,0,1
B4,346,1,1,1,1,1,1,1,1,1,1,1,1
B4,347,1,1,1,1,1,1,1,1,1,1,1,0
B4,348,1,1,1,1,0,1,1,1,1,1,1,1
B4,349,0,1,0,1,1,0,0,0,1,1,0,0
B4,350,1,0,0,1,0,0,0,1,1,0,0,0
B4,351,0,1,1,1,1,1,1,1,1,0,0,0
B4,352,1,1,0,1,1,0,0,1,1,1,1,1
B4,353,1,0,1,0,1,1,0,1,0,0,0,1
B4,354,1,1,1,1,1,1,1,1,1,1,1,0
B4,355,1,1,1,1,1,1,1,1,1,1,1,1
B4,356,1,1,1,1,0,1,0,0,0,1,0,1
B4,357,1,1,1,1,1,1,0,1,1,1,1,1
B4,358,1,1,1,1,1,1,1,1,1,1,1,1
B4,359,1,1,1,0,1,1,1,0,0,1,1,1
B4,360,1,1,1,1,1,1,1,1,1,1,1,1
B4,361,1,1,1,1,1,1,1,1,1,1,1,1
B4,362,0,1,0,0,0,0,1,1,0,0,0,0
B4,363,0,0,0,1,0,1,1,0,1,0,0,0
B4,364,1,0,0,1,1,1,0,1,0,1,1,1
B4,365,1,1,1,1,1,1,1,0,1,1,0,1
B4,366,0,0,0,0,0,0,0,0,0,0,0,0
B4,367,1,1,1,1,1,1,1,1,1,0,0,1
B4,368,1,1,1,1,1,1,1,1,1,1,0,1
B4,369,0,1,1,1,1,0,1,1,1,1,0,0
B4,370,1,1,1,1,1,0,0,0,0,0,1,1
B4,371,1,1,1,1,1,1,1,1,1,1,1,0
B4,372,1,1,1,1,1,1,1,0,0,1,0,1
B4,373,1,1,1,1,1,0,1,0,0,1,1,1
B4,374,1,1,1,0,1,1,1,1,1,1,1,1
B4,375,1,1,1,1,1,1,1,0,1,1,1,1
B4,376,1,1,1,1,1,1,1,1,1,1,1,1
B4,377,1,1,1,1,0,0,0,1,0,0,1,1
B4,378,1,1,0,1,1,1,1,0,0,1,0,0
B4,379,1,1,1,1,1,1,1,1,1,1,1,1
B4,380,0,1,1,1,1,1,0,1,1,1,1,1
B4,381,1,1,0,1,1,1,1,1,0,0,0,0
B4,382,0,1,1,1,1,1,1,1,1,1,0,1
B4,383,1,1,1,1,1,1,1,1,1,1,1,1
B4,384,1,0,0,1,0,0,0,1,1,0,0,1
B4,385,1,1,1,1,1,1,1,1,1,1,1,1
B4,386,1,1,1,1,1,0,1,1,1,1,0,1
B4,387,1,1,1,1,1,1,1,1,1,1,1,1
B4,388,1,1,1,1,1,1,1,0,1,1,0,0
B4,389,1,1,1,1,1,1,1,1,1,1,1,1
B4,390,1,1,0,0,1,1,0,0,1,1,1,0
B4,391,1,1,1,1,1,0,0,1,1,1,1,1
B4,392,1,1,0,1,1,1,1,1,1,1,1,0
B4,393,1,1,1,1,1,1,1,1,1,1,1,1
B4,394,1,1,1,1,1,1,1,1,1,1,1,1
B4,395,1,0,0,1,0,1,0,0,0,0,0,1
B4,396,1,0,1,1,1,1,1,1,0,1,1,1
B4,397,1,1,0,1,1,0,1,1,0,1,1,1
B4,398,1,1,1,1,1,1,0,1,1,0,0,0
B4,399,1,1,1,1,1,1,1,1,1,0,1,1
B4,400,1,1,1,1,1,1,0,1,1,1,0,0
B4,401,1,1,1,1,1,1,1,0,1,1,1,0
B4,402,1,1,1,1,1,1,1,1,1,1,1,1
B4,403,0,1,1,1,1,1,0,1,1,1,1,0
B4,404,0,0,0,1,0,0,1,1,0,1,0,0
B4,405,1,1,1,1,1,1,1,1,0,1,0,1
B4,406,0,0,0,0,0,0,0,0,0,0,0,0
B4,407,1,1,1,0,1,1,1,1,1,1,0,0
B4,408,0,1,1,1,1,1,1,1,1,1,1,1
B4,409,1,1,0,1,1,1,1,0,1,1,0,0
B4,410,1,1,1,1,1,1,1,1,1,1,1,1
B4,411,1,1,1,1,0,1,1,1,1,1,1,1
B4,412,1,0,1,1,1,0,0,0,0,0,0,0
B4,413,1,1,1,1,1,1,0,1,1,1,0,1
B4,414,1,0,1,1,1,0,1,1,1,1,1,1
B4,415,1,1,1,0,1,1,1,1,1,1,0,1
B4,416,1,1,1,1,1,1,1,1,1,1,1,1
B4,417,1,1,1,1,1,1,1,0,1,1,1,0
B4,418,1,1,1,0,0,1,0,0,0,1,0,0
B4,419,1,0,1,0,0,0,0,0,0,0,1,0
B4,420,1,1,1,1,0,1,0,1,1,1,0,1
B4,421,1,1,1,1,1,1,1,1,1,0,1,0
B4,422,1,1,1,0,1,1,1,1,1,0,1,0
B4,423,1,1,1,1,1,1,0,1,1,1,1,1
B4,424,1,1,1,1,1,1,1,1,1,1,1,1
B4,425,1,1,1,1,1,1,1,1,1,1,1,1
B4,426,1,1,1,1,1,1,1,1,1,1,1,1
B4,427,0,1,1,1,1,1,1,1,1,0,1,1
B4,428,1,1,1,1,1,1,1,1,1,1,1,1
B4,429,1,1,1,1,1,1,1,1,1,1,1,1
B4,430,1,1,0,1,1,1,0,1,1,1,1,1
B4,431,0,1,0,1,1,1,1,0,1,1,1,0
B4,432,1,0,0,0,1,0,0,0,1,1,0,1
B4,433,1,1,1,1,1,1,1,1,1,1,0,0
B4,434,1,1,1,1,1,1,1,1,1,1,1,1
B4,435,0,0,0,1,0,1,1,1,0,0,0,1
B4,436,1,1,1,0,1,1,0,1,1,0,1,0
B4,437,1,1,1,1,1,1,1,1,1,1,1,1
B4,438,1,0,1,1,1,1,1,1,1,1,1,1
B4,439,1,1,1,1,0,1,1,1,1,0,1,1
B4,440,1,1,0,0,0,0,1,0,1,0,1,0
B4,441,0,1,1,1,1,1,1,1,1,1,1,1
B4,442,1,1,0,0,1,0,0,1,1,1,0,0
B4,443,0,1,1,1,0,1,1,0,0,0,0,1
B4,444,1,1,1,0,1,1,1,1,1,1,1,1
B4,445,1,1,1,1,0,1,1,1,1,0,0,0
B4,446,1,1,0,1,1,1,1,1,1,1,1,0
B4,447,1,0,1,0,0,0,0,0,1,0,0,1
B4,448,1,1,1,1,1,1,1,1,1,1,0,1
B4,449,1,1,1,1,1,1,1,0,1,1,1,1
B4,450,1,1,1,1,1,1,0,1,1,1,0,1
B4,451,1,0,1,1,1,1,1,1,1,1,0,1
B4,452,1,1,1,1,1,0,1,1,0,0,0,0
B4,453,0,1,1,0,0,0,1,1,0,0,1,0
B4,454,0,0,0,1,1,0,0,1,0,0,0,0
B4,455,1,0,1,1,1,0,1,1,1,1,1,0
B4,456,1,1,1,1,1,1,1,1,1,1,1,1
B4,457,0,1,1,1,1,1,1,0,0,1,1,0
B4,458,1,1,1,1,0,1,1,1,1,1,1,0
B4,459,0,1,1,1,1,0,0,1,0,1,1,0
B4,460,1,1,1,1,1,1,0,0,0,1,1,0
B4,461,1,1,1,1,1,1,1,1,1,0,1,1
B4,462,1,1,1,1,0,1,1,0,1,1,1,1
B4,463,1,1,1,1,1,1,0,1,1,1,0,1
B4,464,1,1,1,1,1,0,1,0,1,1,1,1
B4,465,1,1,1,1,1,1,1,0,0,1,0,1
B4,466,0,0,0,0,0,0,0,0,0,0,0,0
B4,467,0,1,1,1,1,0,1,0,0,0,1,0
B4,468,1,1,1,1,1,1,0,1,1,0,1,0
B4,469,1,1,1,0,1,1,0,1,1,0,1,1
B4,470,1,1,1,1,1,1,1,1,1,1,1,0
B4,471,0,1,1,0,0,0,0,0,0,1,0,0
B4,472,1,1,1,1,1,0,1,1,0,0,1,1
B4,473,1,1,1,1,1,1,1,1,1,1,1,1
B4,474,1,1,1,1,1,1,1,1,1,1,1,0
B4,475,1,1,1,1,1,1,1,1,1,1,1,1
B4,476,1,1,1,0,0,0,0,0,1,0,0,0
B4,477,1,1,1,1,1,1,1,0,1,1,1,1
B4,478,1,1,1,1,1,1,1,1,1,0,1,1
B4,479,1,1,0,1,1,1,1,0,1,1,1,1
B4,480,1,1,1,0,0,1,0,1,0,0,1,0
B4,481,1,0,1,0,1,0,1,1,0,0,0,0
B4,482,1,0,1,1,1,1,1,1,1,1,1,1
B4,483,1,1,1,1,1,1,1,1,1,1,0,1
B4,484,1,1,1,1,1,1,1,1,0,1,1,1
B4,485,1,1,1,1,1,0,0,0,1,1,1,1
B4,486,1,1,1,1,1,1,1,1,1,0,1,1
B4,487,1,1,1,1,1,1,1,1,0,1,1,0
B4,488,1,0,1,1,1,1,1,1,1,0,1,1
B4,489,1,1,1,1,1,1,1,1,1,1,1,1
B4,490,1,1,1,1,1,1,1,1,1,1,1,1
B4,491,1,0,1,1,1,1,1,1,0,0,0,0
B4,492,1,1,1,1,1,0,1,1,0,0,1,1
B4,493,1,1,1,1,1,0,1,1,1,1,0,1
B4,494,1,1,0,1,0,1,0,0,0,1,1,1
B4,495,1,1,1,1,1,1,0,1,1,1,1,1
B4,496,1,1,1,1,0,0,1,0,1,1,0,0
B4,497,1,1,1,1,0,1,1,0,0,0,0,0
B4,498,1,1,1,0,1,1,1,1,1,0,1,1
B4,499,1,1,1,1,1,1,1,1,1,1,0,0
B5,0,1,1,1,1,1,1,0,1,0,1,0,1
B5,1,0,1,0,1,1,0,1,0,1,0,1,0
B5,2,1,1,1,0,1,1,1,1,0,0,1,0
B5,3,1,1,1,1,1,1,1,1,0,1,1,1
B5,4,1,1,1,1,1,1,1,1,1,1,1,1
B5,5,1,1,0,0,0,0,0,0,0,0,1,0
B5,6,0,1,1,1,1,1,1,1,1,1,0,1
B5,7,1,0,0,1,0,1,1,1,1,0,1,0
B5,8,1,1,1,1,0,1,0,1,1,1,0,0
B5,9,1,1,1,1,1,0,1,1,0,1,0,0
B5,10,0,0,1,0,0,0,0,0,0,1,0,0
B5,11,0,1,1,0,1,1,1,0,0,0,0,0
B5,12,1,1,1,0,1,1,0,1,0,0,1,1
B5,13,1,1,1,1,0,0,1,1,0,0,0,0
B5,14,1,1,1,1,1,1,1,1,1,0,1,0
B5,15,1,1,1,1,0,0,0,1,0,0,1,1
B5,16,1,1,1,1,1,1,0,1,1,1,1,1
B5,17,1,0,0,1,1,0,0,0,0,1,0,1
B5,18,1,1,1,0,1,1,1,1,1,0,0,1
B5,19,1,0,1,1,1,0,1,0,1,0,0,0
B5,20,1,1,1,1,1,1,1,1,1,1,1,1
B5,21,1,0,0,0,0,0,0,0,0,0,0,0
B5,22,1,0,1,1,1,1,1,1,1,1,1,0
B5,23,0,1,1,1,1,1,0,0,1,0,0,1
B5,24,1,1,1,0,0,1,1,0,1,1,1,0
B5,25,1,1,1,1,1,1,1,1,1,1,0,1
B5,26,1,1,1,1,1,0,1,1,1,0,1,0
B5,27,1,0,1,1,0,1,1,0,0,0,0,1
B5,28,0,1,0,1,0,0,0,0,0,0,0,0
B5,29,1,1,0,0,0,1,1,1,0,1,1,1
B5,30,1,1,1,0,1,1,1,1,1,1,1,0
B5,31,1,1,1,1,1,1,0,1,1,1,1,1
B5,32,1,1,1,1,1,0,0,1,1,0,0,0
B5,33,1,1,1,1,1,1,1,1,1,1,1,1
B5,34,0,1,1,0,0,1,1,1,1,1,0,0
B5,35,0,1,0,0,0,0,0,1,0,0,0,0
B5,36,1,1,1,1,1,1,1,1,1,0,0,1
B5,37,1,1,1,1,1,1,1,0,0,1,1,0
B5,38,1,1,1,1,1,0,0,0,1,1,0,0
B5,39,0,0,0,1,1,0,0,1,0,0,0,0
B5,40,1,1,1,1,1,1,1,1,1,1,1,0
B5,41,1,1,1,1,1,0,0,0,0,1,1,0
B5,42,1,0,1,1,1,1,1,0,1,0,1,0
B5,43,0,0,0,0,0,1,0,0,0,1,0,0
B5,44,0,1,1,1,1,0,1,0,0,0,1,0
B5,45,1,1,1,1,1,1,1,1,1,1,1,1
B5,46,0,0,0,0,1,1,0,0,0,0,0,1
B5,47,1,1,1,0,0,1,1,0,0,0,1,0
B5,48,1,1,1,1,1,0,0,0,0,0,0,0
B5,49,1,1,1,1,1,0,0,0,0,0,1,0
B5,50,1,1,1,1,1,1,1,1,1,1,1,1
B5,51,1,1,1,1,1,0,1,1,1,1,1,1
B5,52,1,1,1,1,1,1,1,1,1,1,1,1
B5,53,1,1,0,0,1,1,1,1,1,1,0,1
B5,54,1,1,1,1,1,1,1,1,1,1,1,0
B5,55,1,1,1,1,1,1,1,1,1,1,1,1
B5,56,1,0,1,1,1,1,1,0,0,1,1,1
B5,57,0,0,1,0,0,0,0,0,1,0,0,0
B5,58,0,0,0,0,0,0,0,0,0,1,0,0
B5,59,1,0,0,1,1,0,0,1,0,0,0,1
B5,60,0,1,0,0,1,1,1,0,1,1,0,1
B5,61,1,1,1,1,1,1,1,0,1,1,1,1
B5,62,1,1,1,0,1,1,1,1,1,1,1,1
B5,63,0,1,0,1,0,0,0,0,0,0,0,0
B5,64,1,1,1,1,1,1,1,1,1,0,0,1
B5,65,1,0,1,1,1,1,1,0,1,1,1,1
B5,66,1,1,1,0,1,0,1,0,1,1,0,1
B5,67,1,1,1,1,0,1,1,1,1,1,1,1
B5,68,1,1,1,1,1,0,0,1,0,0,0,1
B5,69,1,0,1,1,1,0,1,0,1,1,1,1
B5,70,1,1,1,1,1,1,0,0,1,1,1,0
B5,71,1,1,1,1,1,1,1,1,1,1,1,1
B5,72,0,0,1,0,0,0,1,0,0,1,0,0
B5,73,1,1,1,1,1,1,1,1,0,1,0,0
B5,74,1,1,1,1,1,1,1,1,0,0,0,1
B5,75,0,1,1,0,0,1,0,1,1,0,0,0
B5,76,0,0,0,0,1,0,1,1,0,0,0,0
B5,77,0,1,0,1,1,0,0,1,0,1,1,0
B5,78,1,0,0,1,0,0,1,0,0,0,1,0
B5,79,1,1,1,0,1,0,0,0,1,0,0,1
B5,80,1,1,1,1,1,1,0,1,1,0,0,0
B5,81,1,0,1,0,0,0,0,1,0,0,0,0
B5,82,1,1,1,1,0,1,0,0,0,1,0,0
B5,83,1,1,1,1,1,1,0,1,1,1,1,1
B5,84,1,1,1,0,1,1,1,1,1,1,1,0
B5,85,1,0,0,1,0,1,0,1,0,1,1,0
B5,86,0,1,0,0,0,0,0,0,0,0,0,1
B5,87,1,1,1,1,1,1,1,1,1,1,0,0
B5,88,1,1,1,1,1,1,1,1,0,1,0,0
B5,89,1,1,1,1,1,1,1,1,0,0,0,0
B5,90,0,1,1,1,1,1,0,1,1,1,0,1
